Source,Target,Weight,Label
of,temperature,7,SUPPORTS
of,to,16,REFUTES
of,rise,5,SUPPORTS
of,an,6,SUPPORTS
of,or,6,SUPPORTS
of,have,13,REFUTES
of,changes,5,SUPPORTS
of,sea,5,REFUTES
of,be,10,SUPPORTS
is,that,110,REFUTES
is,a,195,SUPPORTS
is,increased,41,SUPPORTS
is,are,51,SUPPORTS
is,for,25,REFUTES
is,2,12,REFUTES
is,emissions,37,REFUTES
is,on,5,SUPPORTS
is,have,9,SUPPORTS
is,warming,47,REFUTES
is,climate,46,REFUTES
is,greenhouse,91,SUPPORTS
is,evidence,33,SUPPORTS
is,global,126,SUPPORTS
is,at,44,SUPPORTS
is,other,6,REFUTES
is,has,53,SUPPORTS
is,to,5,SUPPORTS
is,of,5,SUPPORTS
global,greenhouse,57,REFUTES
global,has,38,SUPPORTS
global,2,26,SUPPORTS
global,other,22,SUPPORTS
global,increased,41,REFUTES
global,emissions,43,REFUTES
global,a,109,SUPPORTS
global,warming,53,REFUTES
global,that,84,REFUTES
global,evidence,10,SUPPORTS
global,for,56,SUPPORTS
global,are,53,SUPPORTS
global,climate,85,SUPPORTS
global,at,31,SUPPORTS
global,is,5,REFUTES
greenhouse,has,18,SUPPORTS
greenhouse,2,19,SUPPORTS
greenhouse,other,31,SUPPORTS
greenhouse,climate,38,SUPPORTS
greenhouse,evidence,13,SUPPORTS
greenhouse,a,76,SUPPORTS
greenhouse,are,43,SUPPORTS
greenhouse,increased,32,SUPPORTS
greenhouse,that,91,SUPPORTS
greenhouse,emissions,34,SUPPORTS
greenhouse,warming,50,SUPPORTS
greenhouse,for,15,SUPPORTS
greenhouse,at,5,REFUTES
has,2,13,SUPPORTS
has,other,6,SUPPORTS
has,a,54,SUPPORTS
has,at,14,SUPPORTS
has,climate,17,REFUTES
has,increased,22,SUPPORTS
has,warming,45,SUPPORTS
has,evidence,11,SUPPORTS
has,that,71,SUPPORTS
has,are,8,REFUTES
has,for,5,SUPPORTS
climate,a,56,REFUTES
climate,are,52,SUPPORTS
climate,that,110,SUPPORTS
climate,evidence,8,SUPPORTS
climate,increased,5,SUPPORTS
climate,other,10,SUPPORTS
climate,more,6,SUPPORTS
climate,warming,26,REFUTES
climate,2,7,REFUTES
climate,of,5,SUPPORTS
climate,emissions,15,SUPPORTS
for,emissions,9,REFUTES
for,a,83,SUPPORTS
for,warming,12,REFUTES
for,that,33,REFUTES
for,climate,44,SUPPORTS
for,are,34,SUPPORTS
for,at,20,SUPPORTS
for,other,11,SUPPORTS
for,has,6,REFUTES
for,greenhouse,5,REFUTES
for,increased,6,SUPPORTS
at,a,53,SUPPORTS
at,warming,25,SUPPORTS
at,that,53,SUPPORTS
at,increased,5,SUPPORTS
at,2,12,SUPPORTS
at,are,9,REFUTES
at,emissions,7,REFUTES
evidence,a,18,SUPPORTS
evidence,are,5,SUPPORTS
evidence,increased,6,SUPPORTS
evidence,that,40,SUPPORTS
evidence,warming,14,SUPPORTS
evidence,other,7,SUPPORTS
2,other,14,SUPPORTS
2,emissions,8,REFUTES
2,of,8,SUPPORTS
2,in,5,SUPPORTS
2,increased,11,SUPPORTS
2,that,33,SUPPORTS
2,a,16,REFUTES
2,are,18,SUPPORTS
2,warming,11,SUPPORTS
a,increased,33,SUPPORTS
a,warming,36,REFUTES
a,that,95,REFUTES
a,is,21,SUPPORTS
a,on,8,SUPPORTS
a,have,9,SUPPORTS
a,are,72,SUPPORTS
a,of,32,SUPPORTS
a,global,9,SUPPORTS
a,emissions,26,SUPPORTS
a,other,39,SUPPORTS
a,more,5,SUPPORTS
a,to,21,SUPPORTS
a,has,5,REFUTES
are,that,102,SUPPORTS
are,increased,9,SUPPORTS
are,warming,33,SUPPORTS
are,surface,9,SUPPORTS
are,emissions,5,REFUTES
are,other,6,REFUTES
are,to,18,SUPPORTS
are,an,5,SUPPORTS
increased,emissions,8,REFUTES
increased,that,49,SUPPORTS
increased,warming,20,SUPPORTS
increased,of,10,SUPPORTS
other,warming,24,SUPPORTS
other,that,38,SUPPORTS
warming,that,52,REFUTES
warming,emissions,18,SUPPORTS
warming,global,9,REFUTES
that,have,9,SUPPORTS
that,emissions,34,SUPPORTS
that,climate,6,SUPPORTS
that,of,21,SUPPORTS
that,global,7,SUPPORTS
that,warming,6,SUPPORTS
emissions,greenhouse,18,SUPPORTS
emissions,increased,18,SUPPORTS
emissions,that,19,SUPPORTS
emissions,2,5,SUPPORTS
